REF_DATE,GEO,DGUID,North American Industry Classification System (NAICS),Canadian and foreign direct investment,Countries or regions,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2008,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,91674,,,,0
2009,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,92544,,,,0
2010,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,96673,,,,0
2011,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,87531,,,,0
2012,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,85655,,,,0
2013,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,96082,,,,0
2014,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,106334,,,,0
2015,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,138280,,,,0
2016,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,142177,,,,0
2017,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,193421,,,,0
2018,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,220519,,,,0
2019,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,305129,,,,0
2020,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,301630,,,,0
2021,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,419950,,,,0
2022,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,457353,,,,0
2023,Canada,2016A000011124,Management of companies and enterprises [55],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v20143896,1.11.1.1,484262,,,,0
1999,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,21549,,,,0
2000,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,25927,,,,0
2001,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,39523,,,,0
2002,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,40343,,,,0
2003,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,63285,,,,0
2004,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,64523,,,,0
2005,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,69706,,,,0
2006,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,63209,,,,0
2007,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,70678,,,,0
2008,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,87224,,,,0
2009,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,99305,,,,0
2010,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,117943,,,,0
2011,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,117339,,,,0
2012,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,111995,,,,0
2013,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,113007,,,,0
2014,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,123467,,,,0
2015,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,158838,,,,0
2016,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,163069,,,,0
2017,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,190050,,,,0
2018,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,269149,,,,0
2019,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,337127,,,,0
2020,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,320908,,,,0
2021,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,400555,,,,0
2022,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,447053,,,,0
2023,Canada,2016A000011124,Management of companies and enterprises [55],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v20143897,1.11.2.1,448825,,,,0
1999,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,1288,,,,0
2000,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,1420,,,,0
2001,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,2884,,,,0
2002,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,2920,,,,0
2003,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,3228,,,,0
2004,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,3606,,,,0
2005,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,3417,,,,0
2006,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,3410,,,,0
2007,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,2993,,,,0
2008,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,2973,,,,0
2009,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,2643,,,,0
2010,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,2651,,,,0
2011,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,2835,,,,0
2012,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,2088,,,,0
2013,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,2582,,,,0
2014,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,2593,,,,0
2015,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,4231,,,,0
2016,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,2745,,,,0
2017,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,3787,,,,0
2018,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,3216,,,,0
2019,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,4246,,,,0
2020,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,3965,,,,0
2021,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,5339,,,,0
2022,Canada,2016A000011124,Accommodation and food services [72],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661531,1.47.1.1,5428,,,,0
