"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1952-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","18445","","","","0"
"1952-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","26302","","","","0"
"1953-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","18392","","","","0"
"1953-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","21099","","","","0"
"1953-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","22916","","","","0"
"1953-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","34432","","","","0"
"1954-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","20327","","","","0"
"1954-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","21245","","","","0"
"1954-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","24716","","","","0"
"1954-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","35677","","","","0"
"1955-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","24313","","","","0"
"1955-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","28292","","","","0"
"1955-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","31649","","","","0"
"1955-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","43675","","","","0"
"1956-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","25664","","","","0"
"1956-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","32348","","","","0"
"1956-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","32608","","","","0"
"1956-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","45080","","","","0"
"1957-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","24637","","","","0"
"1957-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","25798","","","","0"
"1957-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","28389","","","","0"
"1957-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","38459","","","","0"
"1958-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","26315","","","","0"
"1958-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","31993","","","","0"
"1958-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","37698","","","","0"
"1958-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","50680","","","","0"
"1959-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","24697","","","","0"
"1959-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","38254","","","","0"
"1959-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","37382","","","","0"
"1959-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","45338","","","","0"
"1960-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","28783","","","","0"
"1960-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","28747","","","","0"
"1960-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","31091","","","","0"
"1960-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","35136","","","","0"
"1961-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","22835","","","","0"
"1961-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","24594","","","","0"
"1961-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","32981","","","","0"
"1961-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","35198","","","","0"
"1962-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","26776","","","","0"
"1962-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","25698","","","","0"
"1962-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","34508","","","","0"
"1962-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","39700","","","","0"
"1963-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","25093","","","","0"
"1963-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","30094","","","","0"
"1963-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","35398","","","","0"
"1963-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","37606","","","","0"
"1964-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","44385","","","","0"
"1964-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","32050","","","","0"
"1964-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","35337","","","","0"
"1964-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","39191","","","","0"
"1965-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","43762","","","","0"
"1965-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","36850","","","","0"
"1965-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","34719","","","","0"
"1965-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","37706","","","","0"
"1966-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","35964","","","","0"
"1966-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","47614","","","","0"
"1966-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","39586","","","","0"
"1966-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","39028","","","","0"
"1967-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","30003","","","","0"
"1967-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","35552","","","","0"
"1967-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","37600","","","","0"
"1967-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","46087","","","","0"
"1968-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","35212","","","","0"
"1968-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","40442","","","","0"
"1968-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","43862","","","","0"
"1968-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","51477","","","","0"
"1969-01","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","37651","","","","0"
"1969-04","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","52553","","","","0"
"1969-07","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","50011","","","","0"
"1969-10","Canada","2016A000011124","Housing completions","Total units","Unadjusted","Units","300","units","0","v732318","1.3.1.1","55611","","","","0"
